;Basisthema;Type;Definitie;Eenheid;Ratio;Teller;Noemer;Bron;Laatste jaar beschikbaar;Aanlevering volgende update;Title;Download URL;Vraagstelling survey
236;Onderwijs en vorming;Geregistreerde statistiek;"Aantal leerlingen dat ingeschreven is in het gewoon lager onderwijs op 1 februari van het jaar en die wonen in de gemeente, naar thuistaal.
De leerlingenaantallen hebben betrekking op de leerlingen die in de gemeente wonen, los van het feit of de leerlingen in de gemeente naar school gaan of elders. De cijfers voor de Brusselse gemeenten hebben enkel betrekking op de leerlingen ingeschreven in het Nederlandstalig onderwijs.
De thuistaal is niet het Nederlands als de leerling in het gezin met niemand of in een gezin met 3 gezinsleden (de leerling niet meegerekend) met maximum 1 gezinslid Nederlands spreekt. Broers en zussen worden als 1 gezinslid beschouwd.";leerling;procent;Aantal leerlingen in gewoon lager onderwijs, wonend in de gemeente, naar thuistaal;Aantal leerlingen in gewoon lager onderwijs, wonend in de gemeente;Departement Onderwijs & Vorming;2022;februari 2024;Leerlingen lager onderwijs, naar woonplaats, naar thuistaal;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_09.xlsx;
237;Onderwijs en vorming;Geregistreerde statistiek;Aantal leerlingen dat ingeschreven is in het gewoon of buitengewoon secundair onderwijs (inclusief deeltijds beroepssecundair onderwijs en deeltijds secundair zeevisserijonderwijs) in de vestigingsplaatsen gelegen in de gemeente.;leerling;per 1.000 inwoners;Aantal leerlingen in het gewoon of buitengewoon secundair onderwijs (inclusief deeltijds onderwijs), naar vestigingsplaats;Aantal inwoners;Departement Onderwijs & Vorming;2022;september 2022;Leerlingen secundair onderwijs, naar vestigingsplaats;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_19.xlsx;
238;Onderwijs en vorming;Geregistreerde statistiek;"Aantal leerlingen dat ingeschreven is in het gewoon secundair onderwijs (inclusief deeltijds) op 1 februari van het jaar en die wonen in de gemeente, opgesplitst naar onderwijsrichting.
De leerlingenaantallen hebben betrekking op de leerlingen die in de gemeente wonen, los van het feit of de leerlingen in de gemeente naar school gaan of elders. De cijfers voor de Brusselse gemeenten hebben enkel betrekking op de leerlingen ingeschreven in het Nederlandstalig onderwijs.";leerling;per 1.000 inwoners;Aantal leerlingen in gewoon secundair onderwijs (inclusief deeltijds onderwijs), wonend in de gemeente;Aantal inwoners;Departement Onderwijs & Vorming;2022;augustus 2023;Leerlingen secundair onderwijs, naar woonplaats;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_20.xlsx;
239;Onderwijs en vorming;Geregistreerde statistiek;"Aantal leerlingen dat ingeschreven is in het gewoon secundair onderwijs op 1 februari van het jaar en die wonen in de gemeente, naar thuistaal.
De leerlingenaantallen hebben betrekking op de leerlingen die in de gemeente wonen, los van het feit of de leerlingen in de gemeente naar school gaan of elders. De cijfers voor de Brusselse gemeenten hebben enkel betrekking op de leerlingen ingeschreven in het Nederlandstalig onderwijs.
De thuistaal is niet het Nederlands als de leerling in het gezin met niemand of in een gezin met 3 gezinsleden (de leerling niet meegerekend) met maximum 1 gezinslid Nederlands spreekt. Broers en zussen worden als 1 gezinslid beschouwd.";leerling;procent;Aantal leerlingen in gewoon secundair onderwijs, wonend in de gemeente, naar thuistaal;Aantal leerlingen in gewoon secundair onderwijs, wonend in de gemeente;Departement Onderwijs & Vorming;2022;februari 2024;Leerlingen secundair onderwijs, naar woonplaats, naar thuistaal;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_21.xlsx;
240;Onderwijs en vorming;Geregistreerde statistiek;Aantal leerlingen dat ingeschreven is in het gewoon kleuteronderwijs met minimumaanwezigheid van 150 (3-jarigen), 185 (4-jarigen) en 290 halve dagen (5-jarigen), naar vestigingsplaats, ten opzichte van het aantal 3-, 4- en 5-jarigen ingeschreven in het gewoon kleuteronderwijs, naar vestigingsplaats. In alle gevallen gaat het om de minimumaanwezigheid om recht te hebben op de schooltoeslag.;leerling;procent;Aantal leerlingen in gewoon kleuteronderwijs met minimumaanwezigheid van 150 (3-jarigen), 185 (4-jarigen) en 290 halve dagen (5-jarigen), naar vestigingsplaats;Aantal 3-, 4- en 5-jarigen ingeschreven in gewoon kleuteronderwijs, naar vestigingsplaats;Departement Onderwijs & Vorming;2022;januari 2024;Minimale aanwezigheid kleuteronderwijs;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_04.xlsx;
241;Zorg en gezondheid;Geregistreerde statistiek;Aantal plaatsen in de kinderopvang voor baby's en peuters, dat zijn kinderen van 0 jaar tot en met 2 jaar, per 100 kinderen van 0 tot en met 2 jaar. De cijfers gaan over formele kinderopvang: beroepsmatig en tegen betaling. Elke opvanglocatie voor baby’s en peuters heeft een vergunning van Kind & Gezin. Er wordt geen onderscheid gemaakt tussen private of openbare voorzieningen.;plaats;per 100 inwoners;Aantal plaatsen in opvang voor baby's en peuters;Aantal inwoners van 0 tot en met 2 jaar;Kind & Gezin;2022;juni 2024;Opvangplaatsen baby's en peuters;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_09.xlsx;
242;Zorg en gezondheid;Geregistreerde statistiek;Aantal plaatsen met inkomenstarief in de kinderopvang voor baby's en peuters, dat zijn kinderen van 0 jaar tot en met 2 jaar, per 100 kinderen van 0 tot en met 2 jaar. De cijfers gaan over formele kinderopvang: beroepsmatig en tegen betaling. Elke opvanglocatie voor baby’s en peuters heeft een vergunning van Kind & Gezin. Er wordt geen onderscheid gemaakt tussen private of openbare voorzieningen.;plaats;per 100 inwoners;Aantal plaatsen met inkomenstarief in opvang voor baby's en peuters;Aantal inwoners van 0 tot en met 2 jaar;Kind & Gezin;2021;juni 2023;Opvangplaatsen baby's en peuters met inkomenstarief;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_10.xlsx;
243;Zorg en gezondheid;Geregistreerde statistiek;"Spreiding van het aanbod opvangplaatsen voor baby's en peuters in de gemeente ten opzichte van het aanbod in de buurgemeenten.
Voor de visualisatie werd de verhouding x100 gedaan. Is de spreidingsmaat 100, dan wijst dit op een gelijke spreiding van opvangplaatsen tussen gemeente en buurgemeenten, een waarde onder 100 duidt op een sterkere aanwezigheid van opvangplaatsen in de buurgemeenten dan in de gemeente en een waarde boven 100 op een sterkere aanwezigheid van opvangplaatsen in de gemeente dan in de buurgemeenten.";opvangplaats;verhouding x 100;Aantal opvangplaatsen per 100 kinderen van 0 tot en met 2 jaar in de gemeente;Aantal opvangplaatsen per 100 kinderen van 0 tot en met 2 jaar in de buurgemeenten;Kind & Gezin;2022;juni 2022;Opvangplaatsen baby's en peuters: regionale spreiding;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_12.xlsx;
244;Onderwijs en vorming;Geregistreerde statistiek;Aantal leerlingen dat ingeschreven is in het gewoon of buitengewoon kleuteronderwijs in de vestigingsplaatsen gelegen in de gemeente ten opzichte van het aantal 2,5- tot 5-jarigen.;leerling;procent;Aantal leerlingen in gewoon of buitengewoon kleuteronderwijs, naar vestigingsplaats;Aantal inwoners van 2,5 tot en met 5 jaar;Departement Onderwijs & Vorming;2022;september 2024;Participatie kleuteronderwijs;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_05.xlsx;
245;Onderwijs en vorming;Geregistreerde statistiek;Aantal leerlingen dat in het vierde leerjaar van het gewoon lager onderwijs 1 jaar, dan wel 2 jaar of meer schoolse vertraging heeft opgelopen ten opzichte van het aantal leerlingen in het vierde leerjaar van het gewoon lager onderwijs, in de vestigingsplaatsen gelegen in de gemeente.;leerling;procent;Aantal leerlingen dat in vierde leerjaar gewoon lager onderwijs 1 jaar, dan wel 2 jaar of meer schoolse vertraging heeft opgelopen, naar vestigingsplaats;Aantal leerlingen in vierde leerjaar gewoon lager onderwijs, naar vestigingsplaats;Departement Onderwijs & Vorming;2022;september 2023;Schoolse vertraging lager onderwijs, naar vestigingsplaats;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_13.xlsx;
246;Onderwijs en vorming;Geregistreerde statistiek;"Aantal leerlingen dat in het gewoon lager onderwijs minstens 1 jaar schoolse vertraging heeft opgelopen en die wonen in de gemeente ten opzichte van het aantal leerlingen in het gewoon lager onderwijs die wonen in de gemeente.
De leerlingenaantallen hebben betrekking op de leerlingen die in de gemeente wonen, los van het feit of de leerlingen in de gemeente naar school gaan of elders.";leerling;procent;Aantal leerlingen dat in gewoon lager onderwijs schoolse vertraging heeft opgelopen, wonend in de gemeente;Aantal leerlingen in het gewoon lager onderwijs, wonend in de gemeente;Departement Onderwijs & Vorming;2022;september 2023;Schoolse vertraging lager onderwijs, naar woonplaats;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_14.xlsx;
247;Onderwijs en vorming;Geregistreerde statistiek;Aantal leerlingen dat in het eerste jaar van de tweede graad van het voltijds gewoon secundair onderwijs 1 jaar, dan wel 2 jaar of meer schoolse vertraging heeft opgelopen ten opzichte van het totaal aantal leerlingen in het eerste jaar van de tweede graad van het voltijds gewoon secundair onderwijs, in de vestigingsplaatsen gelegen in de gemeente, opgesplitst naar onderwijsvorm.;leerling;procent;Aantal leerlingen dat in eerste jaar van tweede graad voltijds gewoon secundair onderwijs 1 jaar, dan wel 2 jaar of meer schoolse vertraging heeft opgelopen, naar vestigingsplaats, naar onderwijsvorm;Aantal leerlingen in eerste jaar van tweede graad voltijds gewoon secundair onderwijs, naar vestigingsplaats, opgesplitst naar onderwijsvorm;Departement Onderwijs & Vorming;2022;september 2023;Schoolse vertraging secundair onderwijs, naar vestigingsplaats;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_25.xlsx;
248;Onderwijs en vorming;Geregistreerde statistiek;"Aantal leerlingen dat in het gewoon secundair onderwijs minstens 1 jaar schoolse vertraging heeft opgelopen en die wonen in de gemeente ten opzichte van het aantal leerlingen in het gewoon secundair onderwijs die wonen in de gemeente.
De leerlingenaantallen hebben betrekking op de leerlingen die in de gemeente wonen, los van het feit of de leerlingen in de gemeente naar school gaan of elders.";leerling;procent;Aantal leerlingen dat in voltijds gewoon secundair onderwijs schoolse vertraging heeft opgelopen, wonend in de gemeente;Aantal leerlingen in het voltijds gewoon secundair onderwijs, wonend in de gemeente. Niet opgenomen: een aantal categorieën waarvoor het begrip schoolse vertraging niet zinvol is.;Departement Onderwijs & Vorming;2022;september 2023;Schoolse vertraging secundair onderwijs, naar woonplaats;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_26.xlsx;
249;Onderwijs en vorming;Geregistreerde statistiek;Aantal leerplichtige leerlingen dat ten minste 30 halve dagen in het deeltijds beroepssecundair onderwijs (inclusief op de werkplek) ongewettigd afwezig was ten opzichte van het aantal leerlingen in het deeltijds beroepsonderwijs in de vestigingsplaatsen gelegen in de gemeente.;leerling;procent;Aantal leerlingen dat ten minste 30 halve dagen in deeltijds beroepssecundair onderwijs ongewettigd afwezig was (inclusief op werkplek), naar vestigingsplaats;Aantal leerlingen in deeltijds beroepssecundair onderwijs, naar vestigingsplaats;Departement Onderwijs & Vorming;2022;december 2023;Spijbelgedrag deeltijds beroepsonderwijs, naar vestigingsplaats;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_29.xlsx;
250;Onderwijs en vorming;Geregistreerde statistiek;Aantal leerlingen dat ten minste 30 halve dagen in het gewoon lager onderwijs ongewettigd afwezig was ten opzichte van aantal leerlingen in het gewoon lager onderwijs in de vestigingsplaatsen gelegen in de gemeente.;leerling;procent;Aantal leerlingen dat ten minste 30 halve dagen in het gewoon lager onderwijs ongewettigd afwezig was, naar vestigingsplaats;Aantal leerlingen in het gewoon lager onderwijs, naar vestigingsplaats;Departement Onderwijs & Vorming;2022;december 2023;Spijbelgedrag lager onderwijs, naar vestigingsplaats;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_16.xlsx;
251;Onderwijs en vorming;Geregistreerde statistiek;Aantal leerplichtige leerlingen dat ten minste 30 halve dagen in het voltijds gewoon secundair onderwijs ongewettigd afwezig was ten opzichte van aantal leerlingen in het voltijds gewoon secundair onderwijs, in de vestigingsplaatsen gelegen in de gemeente, opgesplitst naar onderwijsvorm.;leerling;procent;Aantal leerlingen dat ten minste 30 halve dagen in het voltijds gewoon secundair onderwijs ongewettigd afwezig was in de vestigingsplaatsen gelegen in de gemeente, naar onderwijsvorm;Aantal leerlingen in het voltijds gewoon secundair onderwijs in de vestigingsplaatsen gelegen in de gemeente, opgesplitst naar onderwijsvorm;Departement Onderwijs & Vorming;2022;december 2023;Spijbelgedrag secundair onderwijs, naar vestigingsplaats;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_28.xlsx;
252;Onderwijs en vorming;Geregistreerde statistiek;Aantal studenten dat ingeschreven is in basisopleidingen hoger onderwijs en die wonen in de gemeente, per 1.000 inwoners. Het gaat om studenten die in de gemeente wonen, los van het feit of ze in de gemeente onderwijs volgen of elders.;student;per 1.000 inwoners;Aantal studenten in basisopleidingen hoger onderwijs, naar woonplaats student;Aantal inwoners;Departement Onderwijs & Vorming;2022;mei 2024;Studenten hoger onderwijs, naar woonplaats;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_33.xlsx;
253;Onderwijs en vorming;Burgerbevraging;Aandeel van de inwoners dat tevreden is over de onderwijsvoorzieningen.;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Zeer ontevreden/eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden/Zeer tevreden'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de respondenten in de categorie 'Weet niet/niet van toepassing'. Indien dit om een omvangrijke categorie gaat, wordt dit percentage meegegeven bij 'Opmerkingen bij de kwaliteit'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Tevredenheid over onderwijsvoorzieningen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_S_02.xlsx;Ben je tevreden over de voorzieningen in jouw gemeente/stad? Onderwijsvoorzieningen. Antwoordmogelijkheden: 'Zeer ontevreden', 'Eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden', 'Zeer tevreden', 'Weet niet/niet van toepassing'
254;Onderwijs en vorming;Geregistreerde statistiek;Aantal jongeren tussen 18 en 25 jaar dat het gewoon of buitengewoon secundair onderwijs (inclusief leertijd en deeltijds onderwijs) verlaat zonder diploma, getuigschrift of andere kwalificatie van het niveau secundair onderwijs en dat woont in de gemeente ten opzichte van het aantal leerlingen van 18 tot 25 jaar dat in dat jaar van het gewoon of buitengewoon secundair onderwijs (inclusief deeltijds onderwijs) uitstroomt, en dat woont in de gemeente.;jongere;procent;Aantal leerlingen van 18 tot 25 jaar dat gewoon of buitengewoon secundair onderwijs verlaat zonder kwalificatie, wonend in de gemeente;Aantal leerlingen van 18 tot 25 jaar dat gewoon of buitengewoon secundair onderwijs verlaat, wonend in de gemeente;Departement Onderwijs & Vorming;2021;maart 2024;Vroegtijdige schoolverlaters, naar woonplaats;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_31.xlsx;
255;Ruimte;Geregistreerde statistiek;Aandeel van de bebouwde oppervlakte volgens functie: woonfunctie, economische functie, welzijn en recreatie.;hectare;procent;Oppervlakte van de gedefineerde functies;Totale bebouwde oppervlakte;Statbel;2021;december 2022;Bebouwde oppervlakte, naar functie;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_RU_02.xlsx;
256;Ruimte;Geregistreerde statistiek;Hoeveelheid bebouwde oppervlakte ten opzichte van de totale oppervlakte van de gemeente.;hectare;procent;Totale bebouwde oppervlakte;Totale oppervlakte;Statbel;2021;oktober 2023;Bebouwingsgraad;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_RU_01.xlsx;
257;Ruimte;Geregistreerde statistiek;Aantal bouwvergunningen (nieuwbouw of renovatie) voor residentiële gebouwen (wonen) en niet-residentiële gebouwen (ondernemen) ten aanzien van het totaal aantal bouwvergunningen, volgens datum van uitreiking van de bouwvergunning in navolging van een bouwreglementering.;bouwvergunning;procent;Aantal bouwvergunningen voor residentiele gebouwen (nieuwbouw of renovatie) en aantal bouwvergunningen voor niet-residentiele gebouwen (nieuwbouw of renovatie);Aantal bouwvergunningen (nieuwbouw of renovatie);Statbel;2022;april 2024;Bouwvergunningen voor wonen en ondernemen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_RU_07.xlsx;
258;Ruimte;Geregistreerde statistiek;"Het concept ‘landgebruik’ verwijst naar het daadwerkelijke gebruik van de grond voor welbepaalde menselijke activiteiten (zoals huisvesting, industrie en diensten, recreatie,…) of teelten (zoals akkerbouw, grasteelt,...) of natuurlijke begroeiing (zoals bos, struikgewas,...). Het werkelijke landgebruik van een locatie is niet noodzakelijk identiek aan de juridisch-planologische bestemming van deze locatie. Gronden kunnen bestemd zijn als woongebied, maar effectief in gebruik zijn als grasland of akkerland. De landgebruikskaart bevat geen informatie over de planologische bestemming.

Het werkelijke landgebruik, zoals op de landgebruikskaart met 18 categorieën weergegeven, is samengesteld op basis van de 4 dataniveaus van het 'landgebruiksbestand 2013'. Meer bepaald gebeurt dit door een combinatie en aggregatie van een aantal categorieën uit de verschillende dataniveaus van dit landgebruiksbestand. Dit zijn beschikbare GIS-datalagen (bijvoorbeeld Grootschalig Referentiebestand Vlaanderen, Landbouwgebruikspercelen, …) en andere ruimtelijke databronnen (bijvoorbeeld Verrijkte KruispuntBank Ondernemingen). Door een combinatie van deze basisdata ontstaat een bestand met 4 niveaus: Niveau 1 - Bodembedekking, Niveau 2 - Verstedelijkt Landgebruik, Niveau 3 - Multifunctioneel landgebruik en Niveau 4 - Juridische Bestemmingen.

Het landgebruiksbestand wordt opgesteld aan de hand van in hoofdzaak vectoroperaties, maar wordt in de laatste stappen omgezet naar een rasterbestand op 10m resolutie.

De landgebruikskaart wordt om de 3 jaar geüpdatet aan de hand van de recentst beschikbare referentie-GISlagen. De tweede update beschikt dus over referentielagen van 2016/2017 maar sommige referentielagen zijn ouder of niet volledig geüpdatet. 

Bij de update 2016 werd de methodologie ook verfijnd. Om de landgebruiksveranderingen die zich hebben voorgedaan sinds de nulmeting in 2013 consistent te kunnen evalueren, werd het landgebruiksbestand voor 2013 opnieuw gemaakt volgens de vernieuwde methode die werd gebruikt voor het opstellen van het landgebruiksbestand toestand 2016.";hectare;procent;Oppervlakte per type landgebruik;Totale oppervlakte;Departement Omgeving;2019;april 2024;Landgebruik;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_RU_05.xlsx;
259;Ruimte;Geregistreerde statistiek;Aandeel van de onbebouwde oppervlakte volgens functie: bossen en boomgaarden, recreatieterreinen, tuinen en parken, akkerland en grasland.;hectare;procent;Oppervlakte van de gedefineerde functies;Totale onbebouwde oppervlakte;Statbel;2021;december 2022;Onbebouwde oppervlakte, naar functie;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_RU_03.xlsx;
260;Wonen en woonomgeving;Burgerbevraging;Aandeel van de inwoners dat beschikt over private buitenruimte aan de woning. Een woning beschikt over een private buitenruimte als op minstens één van de items 'Ja' wordt geantwoord.;persoon;procent;Iedereen die antwoordde met 'Ja' op 'Tuin voor eigen gebruik/gedeelde tuin' of 'Balkon/koer/terras/patio' werd in de teller opgenomen.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de categorie 'Weet niet'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Private buitenruimte aan de woning;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_WO_S_23.xlsx;Heb je in je woning... Duid op elke rij één antwoord aan. Tuin voor eigen gebruik / gedeelde tuin. Balkon / koer / terras / patio. Antwoordmogelijkheden: 'Ja', 'Neen', 'Weet niet'
261;Wonen en woonomgeving;Burgerbevraging;Aandeel van de inwoners dat beschikt over private buitenruimte aan de woning.;persoon;procent;Iedereen die antwoordde met 'Ja' werd in de teller opgenomen.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de categorie 'Weet niet'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Private buitenruimte of garage (detail);https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_WO_S_06.xlsx;Heb je in je woning… Duid op elke rij één antwoord aan. Garage/autobox/privé standplaats/carport? Tuin voor eigen gebruik/gedeelde tuin? Balkon/koer/terras/patio? Antwoordmogelijkheden: 'Ja', 'Neen', 'Weet niet'
262;Samenleven;Burgerbevraging;Aandeel van de inwoners dat vindt dat er voldoende rustplekken en ontmoetingsplaatsen in de buurt zijn.;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Helemaal oneens/Eerder oneens', 'Niet eens, niet oneens' en 'Eerder eens/ Helemaal eens'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de respondenten in de categorie 'Weet niet/niet van toepassing'. Indien dit om omvangrijke categorie gaat, wordt hun percentage meegegeven bij 'Opmerkingen bij de kwaliteit'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Voldoende rustplekken en ontmoetingsplaatsen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_SA_S_17.xlsx;Ben je het met onderstaande uitspraken over jouw buurt eens? Er zijn voldoende plekken waar ik tot rust kan komen in mijn buurt. Er zijn voldoende ontmoetingsplaatsen (buurthuis, feestzaal, dienstencentrum, plein, ...) in mijn buurt. Antwoordmogelijkheden: 'Helemaal oneens', 'Eerder oneens', 'Niet eens, niet oneens', 'Eerder eens', 'Helemaal eens', 'Weet niet/niet van toepassing'
263;Samenleven;Burgerbevraging;Aandeel van de inwoners dat actief is in een bewonersgroep.;persoon;procent;Iedereen die antwoordde met 'Ja' werd in de teller opgenomen.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Actief in bewonersgroep;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_SA_S_01.xlsx;Maak je deel uit van een bewonersgroep die invloed probeert uit te oefenen op het stedelijk beleid? Bewonersgroepen zijn onder meer actiegroepen, buurtcomités, milieugroepen, dekenijen, cultuurgroepen, … Antwoordmogelijkheden: 'Ja', 'Neen'
264;Samenleven;Burgerbevraging;Aandeel van de inwoners dat het afgelopen jaar actief is geweest om iets in de buurt of in de gemeente/stad te verbeteren.;persoon;procent;De tellers werden berekend op basis van 3 antwoordcategorieën: 'Ja', 'Neen, maar misschien in de toekomst wel' en 'Neen, en dat zal ik ook niet gaan doen'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Actieve betrokkenheid van de burger;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_SA_S_02.xlsx;Heb je de voorbije 12 maanden actief meegewerkt aan een activiteit in jouw buurt of stad? Bijvoorbeeld organiseren van een straat-, buurt- of wijkfeest, schoonmaakactie, buurtbewoners aangesproken voor het verfraaien van de buurt of de straat, een protestactie. Antwoordmogelijkheden: 'Ja', 'Neen, maar misschien in de toekomst wel', 'Neen, en dat zal ik ook niet gaan doen'
265;Samenleven;Burgerbevraging;Aandeel van de inwoners dat zegt de afgelopen maand geen tot weinig hinder, gemiddelde hinder of veel hinder in de buurt heeft ondervonden. Er werd een samengestelde indicator berekend die gebaseerd is op de gemiddelde score op de tien items (de respondent moet minstens op zes items geantwoord hebben, de maximale gemiddelde score is 5). (Zie 'Vraagstelling survey' bij de detail-indicator.) Respondenten met een score van 2 of minder zitten in de categorie 'Geen tot weinig hinder', respondenten tussen 2 en 2,7 in de categorie 'Gemiddelde hinder', respondenten met een score hoger dan 2,7 in de categorie 'Veel hinder'.;persoon;procent;De tellers werden herschikt in 3 categorieën: 'Weinig', 'Gemiddeld' en 'Veel hinder'. Indicator zijn diegenen met veel hinder.;Iedereen die antwoordde minstens 6 van de 10 items werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Buurthinder;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_SA_S_20.xlsx;Hoe vaak heb je de afgelopen maand hinder ondervonden van volgende problemen in je buurt? Auto’s,vrachtwagens, moto’s rijden te snel in mijn buurt. Er is veel sluipverkeer in mijn buurt. Burenlawaai (ruzies, blaffende honden, muziek, ...). Andere vormen van lawaai (horeca, sportvelden, bedrijven, ...). Lastiggevallen worden op straat (schelden, fysieke aanraking, ...). Vandalisme (vernieling bus- of tramhokjes, bekladde muren, ...). Zwerfvuil (blikjes, papier, ...). Hinder van dieren (ratten, duiven, meeuwen, ...). Hondenpoep. Drugsdealing en -gebruik. Antwoordmogelijkheden: 'Nooit', 'Zelden', 'Af en toe', 'Vaak', 'Altijd'
266;Samenleven;Burgerbevraging;Aandeel van de inwoners dat de afgelopen maand werd lastiggevallen op straat.;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Nooit/Zelden', 'Af en toe' en 'Vaak/Altijd'. Indicator zijn diegenen die 'Vaak/Altijd' antwoordden.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Buurtproblemen: lastiggevallen worden op straat;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_SA_S_21.xlsx;Hoe vaak heb je de afgelopen maand hinder ondervonden van volgende problemen in je buurt? Lastiggevallen worden op straat (schelden, fysieke aanraking, ...). Antwoordmogelijkheden: 'Nooit', 'Zelden', 'Af en toe', 'Vaak', 'Altijd'
